id,vessel_id,t,lon,lat,heading,course,speed
9265265,233e40fcef6e1d9247de2366e84ea2485434313798db9a64fd56aa77a8958365,04/08/2019 07:39,23.60345,37.91632,23,29,3.8
9265268,b4510b5d03cfa4f522dbd40f382adf6d5eb6dcedcf8f6ae6f713f0fcb913f1db,04/08/2019 07:39,23.57163,37.93115,,216,7.5
9265269,9d6bce74b377738891597e999b99deaa67fd5b90466d8d40b56dbefd295d137b,04/08/2019 07:39,23.62329,37.83368,179,181.8,30.7
9265272,a36bd40277c27438221c6a034cc989ff2b179b41c126f0c555e466e1d96dda71,04/08/2019 07:39,23.55697,37.91315,,337.6,0
9265273,490201f75b5ddc3766b08b79c84ff3ff6f3737c31a890615ec8b11ed750b7b79,04/08/2019 07:39,23.64142,37.94449,,,0.1
9265274,f4338c3a901352bab6897ca05bd205d54e7a5c37e27eee46b600627ad1302eff,04/08/2019 07:39,23.54441,37.88674,321,313.8,3.2
9265277,5de00399a2fdba5f2eb761a622a79a73af9d4058d51e6b16077c9c38969fb2de,04/08/2019 07:39,23.64123,37.94479,,209.5,0
9265278,57139e85177dea04c5a366a3c24ca31a613754c1379d3e5cd844995e479ddf07,04/08/2019 07:39,23.60928,37.93473,,62.6,31.6
9265279,bac263db165c5cef0003ad51e8d9161990f7c2e9f9fab89feb46289f58a35b0d,04/08/2019 07:39,23.60396,37.92806,348,348.3,5.7
9265280,9d6bce74b377738891597e999b99deaa67fd5b90466d8d40b56dbefd295d137b,04/08/2019 07:39,23.62328,37.83339,179,181.6,30.7
9265281,af8ab01cfe8ab02333ec5f7689f6711501246324b7d5d7fcf4e0391192860e2b,04/08/2019 07:39,23.64877,37.93326,138,,0
9265283,cc41d3f249146e80540771912150e3e009ce3aa631ca9fb4b9bfb9331c2c7987,04/08/2019 07:39,23.6136,37.93367,29,29,6.1
9265284,f83722e1d3a9edcad17dff23f15b7ec525c5ff4374650044ae8ffe8324a9d27a,04/08/2019 07:39,23.6032,37.8376,183,181,13.8
9265285,57139e85177dea04c5a366a3c24ca31a613754c1379d3e5cd844995e479ddf07,04/08/2019 07:39,23.60962,37.93485,,63.6,31.6
9265286,490201f75b5ddc3766b08b79c84ff3ff6f3737c31a890615ec8b11ed750b7b79,04/08/2019 07:49,23.6414,37.94447,,,0
9265287,1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,04/08/2019 07:39,23.62002,37.92094,175,179,23.8
9265288,d9f6d810b6c725dc0e792101cef23e0751f3e5d2c11b37482aff46b81a98f304,04/08/2019 07:39,23.5286,37.86335,328,238,0.1
9265289,8be4c17e6c22819d92843b1a5bc575e9f91932f8da33a3cdec145eebfbe9dd63,04/08/2019 07:39,23.61632,37.91607,185,185.7,23.3
9265290,5b354bb4aa983f99d965725d47e158222b613f0c694866d99abc05aa96774164,04/08/2019 07:39,23.59787,37.9427,,156.2,1.9
9265291,8406aa01dbd09a832e2a9825f28f900e03c718f86c16650ef69afec1d795cdca,04/08/2019 07:39,23.59717,37.94695,,347.7,4.7
9265292,065809b408897ba8c70edf8ebd41aa8a52517815c144f952f25bc20eb79c6769,04/08/2019 07:39,23.5939,37.95813,168,6.2,0.1
9265293,b9c2e66d0b02559e9cebc08025e252b7bb82837291d5b9c28991fd5bf557ad03,04/08/2019 07:39,23.63017,37.892,332,330,19.4
9265294,13e66ee58266f34edc46e2b48f502111760d4ee2a59788742aff6cfbcea64e84,04/08/2019 07:39,23.53079,37.96609,,40.4,0
9265296,2c9d1c660fa17f69e407f72debbb57f21457b0023d188db86b234b402b817f66,04/08/2019 07:39,23.59809,37.94914,,,0
9265300,3042352ae7ede1074c7c930979948a536bb7179fd00c2c4f9b2246f6e223dade,04/08/2019 07:39,23.53055,37.96573,,81.7,0
9265301,4babbcb0d3d48cf988de1a317acb5a62ce72bf0a17e5510fa3d4ebdc9ff6fb7b,04/08/2019 07:39,23.599,37.94913,,0,0
9265302,0bee2882311e4202052c5c9ad326b4bf4d69b8227f0fef7bcf4723e27cb79f6a,04/08/2019 07:39,23.59322,37.95063,,146.1,0.4
9265303,9ea327071a3ab8fb39601c3c7ff79397fc7de77f7fb2aa8d25daa2631400b133,04/08/2019 07:39,23.6824,37.93192,,0,0
9265304,5de00399a2fdba5f2eb761a622a79a73af9d4058d51e6b16077c9c38969fb2de,04/08/2019 07:39,23.64123,37.9448,,219.9,0
9265305,3d992f7b1343d7665b5768bd6e4fb8044fec0b2c3f78463bcf1105f8ff16e797,04/08/2019 07:39,23.68047,37.93118,65,158.2,0
9265306,f6bc7f1c524e9ddb5ebee6ea1012f54502556638891b604dcd17ee19cf4e2b4f,04/08/2019 07:39,23.62643,37.8526,175,173,16.4
9265307,1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,04/08/2019 07:39,23.62002,37.92083,175,179,23.8
9265308,4008373ec23cf3e89faa9534e929a2c52170d0c7b8e19e3fe8ae447537ee5287,04/08/2019 07:39,23.60678,37.94926,,233.8,0.1
9265309,9d6bce74b377738891597e999b99deaa67fd5b90466d8d40b56dbefd295d137b,04/08/2019 07:39,23.62327,37.83283,178,181,30.6
9265310,8be4c17e6c22819d92843b1a5bc575e9f91932f8da33a3cdec145eebfbe9dd63,04/08/2019 07:39,23.61628,37.91574,185,185.7,23.4
9265311,29b2c240d3ee158281fb4ad556939ee938d08685bd796a6877cbecd49a5655c4,04/08/2019 07:39,23.61494,37.94488,,220.8,0
9265312,3153ae7391c9841540b3672e610e747942a8d0d30b787572b653f2148577f6be,04/08/2019 07:39,23.5437,37.95037,,,0
9265313,cc41d3f249146e80540771912150e3e009ce3aa631ca9fb4b9bfb9331c2c7987,04/08/2019 07:39,23.61368,37.93375,31,30,6
9265314,eb842e3e3445e9e3180422bd59df277c692cf43a789908fc11f92bd97918c33d,04/08/2019 07:39,23.64183,37.9445,,168.7,0
9265315,da8ce411f6eb032f235332e1ece0dc61e8022bf8e18cebc06de9879e97f1f8c2,04/08/2019 07:39,23.55196,38.03588,,98.3,0
9265316,8d1d255bd248aae61e9d7cf5e7c49f32263031dc851703a2b79a70ca9d882b72,04/08/2019 07:39,23.64871,37.93871,,0,0
9265318,65524e5746173a6a113466d14566ef5ff98d7a39b1d5acdc2578485cffaabd59,04/08/2019 07:39,23.68388,37.92862,23,215.2,0
9265319,b29365d8f699f396417d81526e49bcb66fa531ca447041e2d2f5034dbeac4c2f,04/08/2019 07:39,23.70266,37.9134,,,0
9265320,abaffb077cf1ecc9d8ade529217f636333d68985935c5ce33870a139ab02e809,04/08/2019 07:39,23.6815,37.933,,343,0
9265321,9a07029a6294dcf984fba483879732a7b9cc864ef7cd70003c0f7befb8a1252d,04/08/2019 07:39,23.56749,37.96012,,0,0
9265322,c2fdc46613a781f229895e2a8591fba33194aede439531587506fcb2052f9d25,04/08/2019 07:39,23.52594,37.96296,,187.9,0
9265323,1841939d3a9fa48ffc57e7c0ed2071d07cd51fe96e08dec2c306a2ac5a86a2c4,04/08/2019 07:39,23.52959,37.96513,,0,0
9265324,ea73c8c2326400a107364cacb33e2984e289b2be6f396fb918e368e31a0e7d52,04/08/2019 07:39,23.59941,37.95304,,193.6,11
9265325,57139e85177dea04c5a366a3c24ca31a613754c1379d3e5cd844995e479ddf07,04/08/2019 07:39,23.61028,37.9351,,65,31.7
9265326,1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,04/08/2019 07:39,23.62002,37.92049,175,179,23.9
9265328,9d6bce74b377738891597e999b99deaa67fd5b90466d8d40b56dbefd295d137b,04/08/2019 07:39,23.62326,37.83255,178,180.5,30.5
9265329,8be4c17e6c22819d92843b1a5bc575e9f91932f8da33a3cdec145eebfbe9dd63,04/08/2019 07:39,23.61625,37.91553,185,185.7,23.4
9265330,8be4c17e6c22819d92843b1a5bc575e9f91932f8da33a3cdec145eebfbe9dd63,04/08/2019 07:39,23.61625,37.91553,185,185.7,23.4
9265331,233e40fcef6e1d9247de2366e84ea2485434313798db9a64fd56aa77a8958365,04/08/2019 07:39,23.60357,37.91647,23,29,3.8
9265332,26199b57ef2b787a02bf09d81b98aa7ca1a984091c6a2b6d00ee43237a2535b0,04/08/2019 07:39,23.61284,37.94556,351,173.4,0.1
9265333,cc41d3f249146e80540771912150e3e009ce3aa631ca9fb4b9bfb9331c2c7987,04/08/2019 07:39,23.61375,37.93385,32,32,5.9
9265335,be3ab5b9100f0aadcf0c5828c2078a6215f640e6ae08c02b6fddad4b52226c67,04/08/2019 07:39,23.56272,37.89653,298,291,7.2
9265337,f14b2881f278eb54fc1ffdfce14734d4905faad2090fa8169d9fe49f651b527c,04/08/2019 07:39,23.53009,37.96545,,0,0
9265339,5de00399a2fdba5f2eb761a622a79a73af9d4058d51e6b16077c9c38969fb2de,04/08/2019 07:39,23.64122,37.9448,,230.6,0
9265340,490201f75b5ddc3766b08b79c84ff3ff6f3737c31a890615ec8b11ed750b7b79,04/08/2019 07:39,23.64142,37.94449,,,0
9265341,b4510b5d03cfa4f522dbd40f382adf6d5eb6dcedcf8f6ae6f713f0fcb913f1db,04/08/2019 07:39,23.57138,37.93086,,215,7.4
9265342,1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,04/08/2019 07:39,23.62002,37.92027,175,179,24
9265343,baf28036cf604ca60971481a836408196e1abf077c7b9dc04d0221cdcb41369e,04/08/2019 07:39,23.5431,37.95933,,80.5,7.8
9265345,8be4c17e6c22819d92843b1a5bc575e9f91932f8da33a3cdec145eebfbe9dd63,04/08/2019 07:39,23.61624,37.91542,185,185.7,23.3
9265346,9d6bce74b377738891597e999b99deaa67fd5b90466d8d40b56dbefd295d137b,04/08/2019 07:39,23.62326,37.83226,178,180.2,30.5
9265347,b9c2e66d0b02559e9cebc08025e252b7bb82837291d5b9c28991fd5bf557ad03,04/08/2019 07:39,23.62983,37.89233,333,331,19.4
9265349,7f080c68ffb5cbe042d98b2524fc8a56db5bb75315f1063e6fa7440d20881f8e,04/08/2019 07:39,23.62278,37.9382,242,245,14
9265350,0caad7fdcee927f8794a0619eb7c52f7b47755c424d1a8abbf9537e22d35af19,04/08/2019 07:39,23.56842,37.91254,,191.9,9.5
9265355,9d6bce74b377738891597e999b99deaa67fd5b90466d8d40b56dbefd295d137b,04/08/2019 07:39,23.62326,37.83198,177,180.2,30.5
9265356,a36bd40277c27438221c6a034cc989ff2b179b41c126f0c555e466e1d96dda71,04/08/2019 07:39,23.55697,37.91315,,337.6,0
9265357,1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,04/08/2019 07:39,23.62002,37.92016,175,179,24
9265358,f4338c3a901352bab6897ca05bd205d54e7a5c37e27eee46b600627ad1302eff,04/08/2019 07:39,23.54427,37.88685,321,313.8,3.1
9265359,8be4c17e6c22819d92843b1a5bc575e9f91932f8da33a3cdec145eebfbe9dd63,04/08/2019 07:39,23.61621,37.9152,185,185.9,23.4
9265360,af8ab01cfe8ab02333ec5f7689f6711501246324b7d5d7fcf4e0391192860e2b,04/08/2019 07:39,23.64877,37.93326,137,,0
9265361,57139e85177dea04c5a366a3c24ca31a613754c1379d3e5cd844995e479ddf07,04/08/2019 07:39,23.61097,37.93533,,67.1,31.6
9265362,f6bc7f1c524e9ddb5ebee6ea1012f54502556638891b604dcd17ee19cf4e2b4f,04/08/2019 07:39,23.62648,37.85215,174,173,16.3
9265363,5b53cea1893df61389767637884d1188ca8a9da7ebce5b70254cf8e8fa1f7bdc,04/08/2019 07:39,23.59702,37.94733,354,349.9,4.6
9265364,bac263db165c5cef0003ad51e8d9161990f7c2e9f9fab89feb46289f58a35b0d,04/08/2019 07:39,23.60388,37.92835,348,348.2,5.8
9265365,dc8bbc80288c795e58f333f26e71cef4bfcacf14a9b1acdf023ef96c1c1dfbef,04/08/2019 07:39,23.60518,37.95778,,78,4.5
9265366,54864bad744f46bb70b9260725975162ff48f6b9c61fb5154394c588b4278c28,04/08/2019 07:39,23.53497,37.88308,356,97.9,0.5
9265368,1f0913ceba97d43fa952ae47d601e446c39f0a47352e4db8bc7732466e0a49fb,04/08/2019 07:39,23.6102,37.95749,,0,0
9265371,13e66ee58266f34edc46e2b48f502111760d4ee2a59788742aff6cfbcea64e84,04/08/2019 07:39,23.53079,37.96609,,40.4,0
9265372,1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,04/08/2019 07:39,23.62002,37.91982,176,180,24.1
9265373,8be4c17e6c22819d92843b1a5bc575e9f91932f8da33a3cdec145eebfbe9dd63,04/08/2019 07:39,23.61619,37.91499,185,185.7,23.5
9265374,9d6bce74b377738891597e999b99deaa67fd5b90466d8d40b56dbefd295d137b,04/08/2019 07:39,23.62327,37.8317,177,179.7,30.4
9265375,57139e85177dea04c5a366a3c24ca31a613754c1379d3e5cd844995e479ddf07,04/08/2019 07:39,23.61132,37.93545,,67.5,31.7
9265378,5147e5cdc9778089d8434f0a53cfb973413645f4ce59a6f4bd95decd646fa61e,04/08/2019 07:39,23.57276,37.96027,181,287.3,0
9265379,8406aa01dbd09a832e2a9825f28f900e03c718f86c16650ef69afec1d795cdca,04/08/2019 07:39,23.59712,37.94717,,350.7,4.7
9265380,5b354bb4aa983f99d965725d47e158222b613f0c694866d99abc05aa96774164,04/08/2019 07:39,23.59792,37.94261,,157.2,1.9
9265381,8be4c17e6c22819d92843b1a5bc575e9f91932f8da33a3cdec145eebfbe9dd63,04/08/2019 07:39,23.61617,37.91488,185,185.7,23.4
9265382,2c9d1c660fa17f69e407f72debbb57f21457b0023d188db86b234b402b817f66,04/08/2019 07:39,23.59808,37.94914,,,0
9265383,0bee2882311e4202052c5c9ad326b4bf4d69b8227f0fef7bcf4723e27cb79f6a,04/08/2019 07:39,23.59322,37.95063,,139,0.4
9265384,9853c62eb450dee1bf42639a61e714abcb743428820cf743ce59e4a058c4a842,04/08/2019 07:39,23.6264,37.93784,,114.2,0.3
9265385,cc41d3f249146e80540771912150e3e009ce3aa631ca9fb4b9bfb9331c2c7987,04/08/2019 07:39,23.61383,37.93393,34,35,5.9
9265386,3d992f7b1343d7665b5768bd6e4fb8044fec0b2c3f78463bcf1105f8ff16e797,04/08/2019 07:39,23.68047,37.93118,64,158.2,0
9265387,3153ae7391c9841540b3672e610e747942a8d0d30b787572b653f2148577f6be,04/08/2019 07:39,23.5437,37.95037,,,0
9265388,1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,04/08/2019 07:39,23.62001,37.9196,177,180,24.1
9265389,9d6bce74b377738891597e999b99deaa67fd5b90466d8d40b56dbefd295d137b,04/08/2019 07:39,23.62327,37.83142,177,179.6,30.4
9265390,d9a6214a809d5ff6b05f6036903d82357a355f8e6f3ccefdec97648e72238f86,04/08/2019 07:39,23.68473,37.93704,,,0
9265391,8be4c17e6c22819d92843b1a5bc575e9f91932f8da33a3cdec145eebfbe9dd63,04/08/2019 07:39,23.61616,37.91477,185,185.4,23.5
9265392,ea73c8c2326400a107364cacb33e2984e289b2be6f396fb918e368e31a0e7d52,04/08/2019 07:39,23.59927,37.95265,,197.9,10.9
9265393,9ea327071a3ab8fb39601c3c7ff79397fc7de77f7fb2aa8d25daa2631400b133,04/08/2019 07:39,23.6824,37.93192,,0,0
9265394,57139e85177dea04c5a366a3c24ca31a613754c1379d3e5cd844995e479ddf07,04/08/2019 07:39,23.61165,37.93557,,67.9,31.7
9265396,7f080c68ffb5cbe042d98b2524fc8a56db5bb75315f1063e6fa7440d20881f8e,04/08/2019 07:39,23.62232,37.938,241,244,14.1
9265397,3445b031e5caed8a7082aa0ac1247e05ac6c4144478b6056044312345d9cf115,04/08/2019 07:39,23.551,37.95461,278,0,0
9265398,4babbcb0d3d48cf988de1a317acb5a62ce72bf0a17e5510fa3d4ebdc9ff6fb7b,04/08/2019 07:39,23.599,37.94913,,0,0
9265399,5de00399a2fdba5f2eb761a622a79a73af9d4058d51e6b16077c9c38969fb2de,04/08/2019 07:39,23.64122,37.9448,,,0
9265400,65524e5746173a6a113466d14566ef5ff98d7a39b1d5acdc2578485cffaabd59,04/08/2019 07:39,23.68388,37.92862,24,215.2,0
9265401,9a07029a6294dcf984fba483879732a7b9cc864ef7cd70003c0f7befb8a1252d,04/08/2019 07:39,23.56749,37.96012,,0,0
9265402,f6f80a9d74a1dcd5c6f63abab5773a0d13f829ee4b7c38c83bcdc7d2cbf65a3b,04/08/2019 07:39,23.55967,37.91667,331,271,0.1
9265403,1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,04/08/2019 07:39,23.62001,37.91948,177,180,24.1
9265404,75998a2f7ce17a6e0c70d5c8b7ddb4c981942462a80d5ccafb5826329a50f39a,04/08/2019 07:39,23.61281,37.95826,264,219.6,0.2
9265405,be3ab5b9100f0aadcf0c5828c2078a6215f640e6ae08c02b6fddad4b52226c67,04/08/2019 07:39,23.56242,37.89663,299,291,7
9265407,9d6bce74b377738891597e999b99deaa67fd5b90466d8d40b56dbefd295d137b,04/08/2019 07:39,23.62327,37.83114,177,179.2,30.5
9265408,8be4c17e6c22819d92843b1a5bc575e9f91932f8da33a3cdec145eebfbe9dd63,04/08/2019 07:39,23.61614,37.91455,185,185.4,23.5
9265409,57139e85177dea04c5a366a3c24ca31a613754c1379d3e5cd844995e479ddf07,04/08/2019 07:39,23.612,37.93567,,68.3,31.7
9265410,f6bc7f1c524e9ddb5ebee6ea1012f54502556638891b604dcd17ee19cf4e2b4f,04/08/2019 07:39,23.62655,37.8517,175,173,16.3
9265411,1841939d3a9fa48ffc57e7c0ed2071d07cd51fe96e08dec2c306a2ac5a86a2c4,04/08/2019 07:39,23.52958,37.96513,,0,0
9265414,e21ce5e3044c8884528db8e831bd2cb62e834d51d204868183f06a6971dbb3b9,04/08/2019 07:39,23.53919,37.95973,,273.5,7.3
9265416,1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,04/08/2019 07:39,23.62001,37.91926,178,180,24.2
9265417,baf28036cf604ca60971481a836408196e1abf077c7b9dc04d0221cdcb41369e,04/08/2019 07:39,23.54355,37.95941,,79.1,7.8
9265418,cc41d3f249146e80540771912150e3e009ce3aa631ca9fb4b9bfb9331c2c7987,04/08/2019 07:39,23.61392,37.93403,36,36,5.8
9265419,b4510b5d03cfa4f522dbd40f382adf6d5eb6dcedcf8f6ae6f713f0fcb913f1db,04/08/2019 07:39,23.57114,37.93058,,214,7.4
9265420,8be4c17e6c22819d92843b1a5bc575e9f91932f8da33a3cdec145eebfbe9dd63,04/08/2019 07:39,23.61609,37.91423,185,185.9,23.6
9265421,f14b2881f278eb54fc1ffdfce14734d4905faad2090fa8169d9fe49f651b527c,04/08/2019 07:39,23.5301,37.96546,,0,0
9265422,57139e85177dea04c5a366a3c24ca31a613754c1379d3e5cd844995e479ddf07,04/08/2019 07:39,23.61235,37.93578,,68.6,31.7
9265423,a36bd40277c27438221c6a034cc989ff2b179b41c126f0c555e466e1d96dda71,04/08/2019 07:39,23.55697,37.91315,,337.6,0
9265424,0caad7fdcee927f8794a0619eb7c52f7b47755c424d1a8abbf9537e22d35af19,04/08/2019 07:39,23.56832,37.91214,,191.7,9.6
9265426,2c9d1c660fa17f69e407f72debbb57f21457b0023d188db86b234b402b817f66,04/08/2019 07:46,23.59809,37.94912,,,0
9265427,b8ed6fea5f97d4829a0d7e692adfcc0d1967309e64f6d20c9bfa54a24bedf5c3,04/08/2019 07:39,23.62875,37.82755,178,175.8,17
9265429,5de00399a2fdba5f2eb761a622a79a73af9d4058d51e6b16077c9c38969fb2de,04/08/2019 07:39,23.64122,37.9448,,,0
9265430,f4338c3a901352bab6897ca05bd205d54e7a5c37e27eee46b600627ad1302eff,04/08/2019 07:39,23.54415,37.88694,322,313.7,3
9265431,dc8bbc80288c795e58f333f26e71cef4bfcacf14a9b1acdf023ef96c1c1dfbef,04/08/2019 07:39,23.60543,37.95782,,80,4.5
9265432,1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,04/08/2019 07:39,23.61999,37.91892,179,180,24.2
9265433,b9c2e66d0b02559e9cebc08025e252b7bb82837291d5b9c28991fd5bf557ad03,04/08/2019 07:39,23.62933,37.89333,336,333,19.4
9265434,57139e85177dea04c5a366a3c24ca31a613754c1379d3e5cd844995e479ddf07,04/08/2019 07:39,23.6127,37.93588,,69.4,31.8
9265435,9d6bce74b377738891597e999b99deaa67fd5b90466d8d40b56dbefd295d137b,04/08/2019 07:39,23.62329,37.83057,176,178.9,30.6
9265436,bac263db165c5cef0003ad51e8d9161990f7c2e9f9fab89feb46289f58a35b0d,04/08/2019 07:39,23.60382,37.9286,348,348.2,5.8
9265437,cc41d3f249146e80540771912150e3e009ce3aa631ca9fb4b9bfb9331c2c7987,04/08/2019 07:39,23.61402,37.93412,37,37,5.9
9265438,5b53cea1893df61389767637884d1188ca8a9da7ebce5b70254cf8e8fa1f7bdc,04/08/2019 07:39,23.59698,37.94755,355,350.5,4.6
9265439,7f080c68ffb5cbe042d98b2524fc8a56db5bb75315f1063e6fa7440d20881f8e,04/08/2019 07:39,23.62185,37.93778,241,243,14.6
9265441,f6bc7f1c524e9ddb5ebee6ea1012f54502556638891b604dcd17ee19cf4e2b4f,04/08/2019 07:39,23.6266,37.85132,175,173,16.4
9265443,1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,04/08/2019 07:39,23.61998,37.91881,179,180,24.2
9265445,2c9d1c660fa17f69e407f72debbb57f21457b0023d188db86b234b402b817f66,04/08/2019 07:39,23.59808,37.94914,,,0
9265447,f83722e1d3a9edcad17dff23f15b7ec525c5ff4374650044ae8ffe8324a9d27a,04/08/2019 07:39,23.60315,37.8363,182,181,13.8
9265449,3042352ae7ede1074c7c930979948a536bb7179fd00c2c4f9b2246f6e223dade,04/08/2019 07:39,23.53055,37.96573,,204.3,0
9265451,5b354bb4aa983f99d965725d47e158222b613f0c694866d99abc05aa96774164,04/08/2019 07:39,23.59797,37.94253,,157.8,1.9
9265452,3445b031e5caed8a7082aa0ac1247e05ac6c4144478b6056044312345d9cf115,04/08/2019 07:39,23.551,37.95461,278,0,0
9265453,0bee2882311e4202052c5c9ad326b4bf4d69b8227f0fef7bcf4723e27cb79f6a,04/08/2019 07:39,23.5932,37.95062,,145.9,0.4
9265454,d9a6214a809d5ff6b05f6036903d82357a355f8e6f3ccefdec97648e72238f86,04/08/2019 07:39,23.68474,37.93704,,,0
9265455,3153ae7391c9841540b3672e610e747942a8d0d30b787572b653f2148577f6be,04/08/2019 07:39,23.5437,37.95037,,,0
9265456,4babbcb0d3d48cf988de1a317acb5a62ce72bf0a17e5510fa3d4ebdc9ff6fb7b,04/08/2019 07:39,23.599,37.94913,,0,0
9265457,5147e5cdc9778089d8434f0a53cfb973413645f4ce59a6f4bd95decd646fa61e,04/08/2019 07:39,23.57276,37.96031,181,295.4,0.1
9265459,ea73c8c2326400a107364cacb33e2984e289b2be6f396fb918e368e31a0e7d52,04/08/2019 07:39,23.59908,37.95216,,195.2,9.5
9265460,9a07029a6294dcf984fba483879732a7b9cc864ef7cd70003c0f7befb8a1252d,04/08/2019 07:39,23.56749,37.96012,,0,0
9265462,b29365d8f699f396417d81526e49bcb66fa531ca447041e2d2f5034dbeac4c2f,04/08/2019 07:39,23.70266,37.9134,,,0.1
9265463,1841939d3a9fa48ffc57e7c0ed2071d07cd51fe96e08dec2c306a2ac5a86a2c4,04/08/2019 07:39,23.52958,37.96513,,0,0
9265465,1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,04/08/2019 07:39,23.61993,37.91824,180,182,24.3
9265466,8be4c17e6c22819d92843b1a5bc575e9f91932f8da33a3cdec145eebfbe9dd63,04/08/2019 07:39,23.616,37.91346,185,185.4,23.7
9265467,57139e85177dea04c5a366a3c24ca31a613754c1379d3e5cd844995e479ddf07,04/08/2019 07:39,23.61375,37.9362,,68.6,32
9265468,b9c2e66d0b02559e9cebc08025e252b7bb82837291d5b9c28991fd5bf557ad03,04/08/2019 07:39,23.629,37.89383,338,335,19.3
9265469,75998a2f7ce17a6e0c70d5c8b7ddb4c981942462a80d5ccafb5826329a50f39a,04/08/2019 07:39,23.61282,37.95826,263,212.8,0
9265473,f6bc7f1c524e9ddb5ebee6ea1012f54502556638891b604dcd17ee19cf4e2b4f,04/08/2019 07:39,23.62667,37.85085,175,173,16.4
9265474,b4510b5d03cfa4f522dbd40f382adf6d5eb6dcedcf8f6ae6f713f0fcb913f1db,04/08/2019 07:39,23.57089,37.9303,,214,7.4
9265476,f14b2881f278eb54fc1ffdfce14734d4905faad2090fa8169d9fe49f651b527c,04/08/2019 07:39,23.5301,37.96547,,0,0
9265477,8be4c17e6c22819d92843b1a5bc575e9f91932f8da33a3cdec145eebfbe9dd63,04/08/2019 07:39,23.61596,37.91313,185,185.4,23.7
9265479,490201f75b5ddc3766b08b79c84ff3ff6f3737c31a890615ec8b11ed750b7b79,04/08/2019 07:39,23.64142,37.94448,,,0.1
9265480,f4338c3a901352bab6897ca05bd205d54e7a5c37e27eee46b600627ad1302eff,04/08/2019 07:39,23.54402,37.88703,322,313.4,3
9265481,5b53cea1893df61389767637884d1188ca8a9da7ebce5b70254cf8e8fa1f7bdc,04/08/2019 07:39,23.59693,37.94773,357,351.2,4.5
9265484,dc8bbc80288c795e58f333f26e71cef4bfcacf14a9b1acdf023ef96c1c1dfbef,04/08/2019 07:39,23.60572,37.95782,,82,4.5
9265485,8be4c17e6c22819d92843b1a5bc575e9f91932f8da33a3cdec145eebfbe9dd63,04/08/2019 07:39,23.61594,37.91302,185,185.4,23.8
9265486,1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,04/08/2019 07:39,23.61988,37.91779,180,183,24.4
9265487,57139e85177dea04c5a366a3c24ca31a613754c1379d3e5cd844995e479ddf07,04/08/2019 07:39,23.61443,37.93642,,69.6,31.9
9265488,9d6bce74b377738891597e999b99deaa67fd5b90466d8d40b56dbefd295d137b,04/08/2019 07:39,23.62336,37.82914,174,177.1,31
9265489,0caad7fdcee927f8794a0619eb7c52f7b47755c424d1a8abbf9537e22d35af19,04/08/2019 07:39,23.56819,37.91166,,192,9.6
9265490,1f0913ceba97d43fa952ae47d601e446c39f0a47352e4db8bc7732466e0a49fb,04/08/2019 07:39,23.61021,37.95747,,0,0
9265491,bac263db165c5cef0003ad51e8d9161990f7c2e9f9fab89feb46289f58a35b0d,04/08/2019 07:39,23.60374,37.92888,348,348,5.8
9265492,af8ab01cfe8ab02333ec5f7689f6711501246324b7d5d7fcf4e0391192860e2b,04/08/2019 07:39,23.64877,37.93326,137,,0
9265494,cc41d3f249146e80540771912150e3e009ce3aa631ca9fb4b9bfb9331c2c7987,04/08/2019 07:39,23.61428,37.93435,42,42,6.1
9265495,5de00399a2fdba5f2eb761a622a79a73af9d4058d51e6b16077c9c38969fb2de,04/08/2019 07:39,23.64122,37.94481,,,0
9265496,b8ed6fea5f97d4829a0d7e692adfcc0d1967309e64f6d20c9bfa54a24bedf5c3,04/08/2019 07:39,23.62885,37.82661,178,175.7,17.1
9265498,1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,04/08/2019 07:39,23.61986,37.91768,180,183,24.4
9265499,13e66ee58266f34edc46e2b48f502111760d4ee2a59788742aff6cfbcea64e84,04/08/2019 07:39,23.5308,37.96609,,40.4,0
9265500,1d2a32243707b28cb49a7c7806585b884d7f84b30c1a248eda6636f67780f0a4,04/08/2019 07:39,23.61985,37.91756,180,183,24.4
9265501,b9c2e66d0b02559e9cebc08025e252b7bb82837291d5b9c28991fd5bf557ad03,04/08/2019 07:39,23.62867,37.89433,338,335,19.3
